Text,Summary,Score
I'm not a fan of carbonated beverages but need something that can keep me alert when I'm working. Guayaki (yerba mate) does this and without the caffeine jitters or crash.,great beverage,5
Nice thank you flipkart,Classy product,5
Super,Terrific purchase,5
"I cannot imagine what the other reviewer was thinking.  These are the perfect, healthy treats for dogs of all breeds.  My dogs love these and they make absolutely no mess at all.",Perfect treats for large dogs,5
"I've been looking for this toy forever.  Last I heard, it was only available online and it was rather expensive -- good to see that the price has come down.  The local PetSmart finally picked it up in their merchandise, so I had to grab one.<br /><br />The dogs can't get enough of it!  They're Australian Shepherds, so they combine high intelligence, high drive and EXTREMELY high energy, and it's hard to find a toy that will stand up to that.  They get bored so quickly once they figure something out, and then their new goal becomes ""how can we destroy this previously-entertaining item?""  This toy is one of the few that has actually worked well for them.  It took them around an hour to figure it out, but they've been merrily tugging away ever since.  It seems really durable, and it's certainly keeping their attention.  (Maybe they'll stop unscrewing the plug to the bathtub drain now...)<br /><br />If you crate-train your dogs, and they have to stay in their kennel when you're away, I HIGHLY recommend this item.  Haven is our little deaf girl, and she has some anxiety problems because of it.  Any time my boyfriend and I leave the house, she freaks out.  This toy keeps her occupied when she's in her kennel, and rewards her for being in there.<br /><br />The only problem I've had with it so far is that the dogs both want to play with it solo -- may have to get a second so they'll both get a turn.",This has Haven-and-Coda Australian Shepherd Approval,5
Nice product,Super!,5
I love the wellness brand of cat food.<br />My cats are doing so much better since we switched them three months ago.<br />Before we switched their food they were getting fat and shedding clumps of fur all over the place.<br />Not even my furminator could handle that much hair!<br />Now they are thinner and more energetic and the shedding has been reduced by at least 75%.<br />Which makes us all happy.,Love It,5
"I'm a big fan of peppermint tea. It doesn't get any better than this. Once you get used to the lack of strings and tags, you'll like it even better.",Peppermint delight,5
We had this tea while on vacation in Seattle and were instantly hooked!  It is our family's favorite iced tea and numerous friends have since asked me for ordering info to purchase it too.<br />We have ordered both loose and teabags (also in decaf) ---it is all excellent.  So thankful we can order off Amazon!,Marketspice tea,5
Awesome product,Classy product,5
Awesome ???????,Nan,5
Ok,Excellent,5
"I purchased these for my 19 lb beagle.  They actually came in a holiday box (I didn't know this until I opened my amazon box), which would've been great had I been giving them as a gift.  They are the perfect size for my dog, and she devours them!  Note:  It is recommended that you give your dog only one treat per day.",Great gift for your favorite small dog!,5
Always flipkart provides product beyond expectations and this product is fantastic and most recommended better than anything in tgis price range..... Thank you flipkart. ?? ?? ??,Fabulous!,5
Good product,Excellent,5
"It has been so hard to get our dogs attention outside of the house and these treats have worked magic!!  Our 2 pekes go crazy for them.  They are quite large, so we tear them into small bite-size pieces, but they LOVE them.  I love how good they are for them too.  It's just apple w/ dried chicken around it.  Nothing else.  I love them and our pekes LOVE them!!",GREAT TREATS!!,5
Good.... value for money,Terrific,5
Very good product,Just wow!,5
Nice product,Highly recommended,5
"I was so frustrated - they hooked me on this product at the local Walmart and then stopped carrying it.  I could not find it at any of the local stores, so I went to Amazon - and there it was!  I have enough to last for a good while now and it was exactly as advertised and arrived in good time.",go to Amazon when you can't find in locally,5
Nice,Fabulous!,5
G8 quality,Awesome,5
Ok,Terrific purchase,5
Very good product and the heating also good âºï¸âºï¸ and build quality also super l receive my order quickly ð nice package and totally brilliant,Wonderful,5
"I had seen Nutella in the States growing up but didn't really become a heavy user until I lived in Europe for a year. This stuff is amazing - it's super chocolatey with a hint of hazelnut that gives it a really full-bodied, mature flavor. I usually put it on bagels or English muffins as a quick, satisfying dessert. It's also great for baking (Nutella brownies are awesome!)<br /><br />In terms of nutrition, the calories per tablespoon of Nutella is pretty close to the American sandwich staple, peanut butter. Nutella doesn't have quite as much protein as peanut butter but it also doesn't have as much fat or sodium, so there's a trade off.<br /><br />All in all I LOVE this spread and I always have a big jar in my pantry.",Delicious way to turn anything into a dessert,5
Awesome going for it,Must buy!,5
Good,Terrific purchase,5
"this product gives those of us who do not eat refined sugars a way to incorporate a natural sweetness in our cereals and salads.  It is a product that is true to the mango taste but it is not too sour and not too sweet,",Sugar Free in A Sugard Saturated World,5
"Of the decaf K-cups I have tried, this is my new favorite and the only decaf I stock in my house.  It is strong, but smooth without any bite.  I serve it to my husband sometimes, who hates decaf, and he likes it.  Emeril's was good, but I believe this is better.  For some guests in my house, it may be too strong.  I just make 16 oz. with it in an oversized mug, then split it and it still tastes fine that way.",My favorite,5
Nice,Wonderful,5
Vendor provided quick service and a fresh product packaged securely.  The O Boy Oberto Cocktail Pep tasted just the way I remembered.,Cocktail Pep,5
Very good product,Classy product,5
"I often buy Costo's Lamb & Rice dog food; Costco used to carry Purina One and I bought Purina from Costco; now they no longer carry Purina. The ingredients of Costo's and Purina's appear to be much the same. However, my Siberian Husky prefers Purina; so, whenever I run out of dog food and going out to Costco is a hassle, I will spend more and get Purina.",Dog likes it better than Costco,5
Is this C type this is preffered for Apple 11 ?!,Simply awesome,5
"I absolutely love this tea.  It's great on a chilly morning; personally, I prefer it to coffee.  It's not overly sweet so as a southern girl, I always add a little sugar to it.  Give it a try.  You won't be disappointed!",Delicious!,5
Good glass dinner set,Mind-blowing purchase,5
"Got this for my kids.  Halfway through his first box my five year old announced it was better than the stuff with the cows on it.  I agree, it is better.  On top of that, the package contains more cartons than than the organic product for less money.  Of course it's from cows not treated with rbST.<br /><br />Here are the ingredients: Reduced fat milk, sugar, contains 1% or less of each of the following: cocoa (processed with alkali), cocoa, carrageenan, salt, artificial flavor, vitamin A palmitate and vitamin D3.<br /><br />Chocolate milk is the only dairy product that I think tastes good with carrageenan in it.  Most chocolate milks have it.  It's made from seaweed, has been a food product for centuries, and adds a nice creaminess to the drink.<br /><br />In short, great product, great price, and great for the kids (especially when traveling.)",Better and cheaper than the competition,5
Just what I wanted!  The product helped make some of the most divine ice cream ever....  The ice cream tasted just like cold pumpkin pie; yummmy!,Just what I wanted!,5
Awesome products,Wonderful,5
good product,Classy product,5
"All around great experience, from now on i will e ordering all my dog food through them.  Great price and fast shipping.",Great,5
I started buying these to take skiing and hiking with me. I know its baby food but it tastes great and is a nice light package to carry in your jacket pocket or bag. Why not? Its just pureed mango (I always stick to the fruit only pouches).,Not just for babies! Great for skiing or hiking,5
"Stevia is a healthy alternative to artificial sweetners.  Fast shipping and good service.<a href=""http://www.amazon.com/gp/product/B00028P3CK"">Stevia Packets - 1000 - Packets</a> Buying in bulk saves $$$",Great product and great service,5
"My elderly Pomeranian LOVES these Senior Greenies (even more than regular greenies) and absolutely never lets us forget this 4 o'clock daily treat (I never have been able to fully understand how dogs tell time, but we all know they are VERY good at it--and surprisingly accurate).<br /><br />These are a little bit softer than regular greenies & they contain both chondroitin (sp?) and glucosamine for joint support.<br /><br />Highly recommended!",Toothsaver,5
Very osm,Simply awesome,5
Nice ???,Just wow!,5
Good product at this fare,Wonderful,5
I reall love the chocolate raseberry kcups I was getting them through the  company but they are cheaper through amazon thhttp://www.amazon.com/gp/product/B0039556K2/ref=cm_cr_rev_prod_titleanks,coffee,5
"Otis is what I call a very picky eater. The fact is, until now, he would not eat the same cat food twice! He is 10 years old.<br /><br />I was in the habit of buying food one can at a time for obvious reasons. I did that for the Petite Cusine as well....the Tuna and sole. He inhaled it. I bought 2 more. This time 2 different varsities of the same brand. Again....gone.<br /><br />Since it is not cheap, I looked for it on line. Amazon had the best deal and I bought 4 cases of variety packs. That was almost a year ago. He still loves it!<br /><br />The other things I like are the ingredients. They are healthy for him.....no fillers.",Otis will eat it!,5
"This Green tea blend is SERIOUSLY smooth and delightful.  It is my favorite tea ever.  Ever.<br /><br />The blend of Tulsi and Green tea is a perfect example of something being greater than the sum of its parts.  Plain Tulsi (Holy Basil) tea tastes like grass to me; plain green tea is bitter to my taste (yes, I prepare it properly).... but when you combine the two you wind up with a wonderfully mild, slightly sweet, yet still undoubtedly green concoction that is nothing short of addictive.  I almost can't help but guzzle it.  I got my mom hooked on this tea as well and I have to buy her a bunch from my local Co-op every couple of months and mail it to her!<br /><br />Try this tea.  Then hate me for getting you addicted.  Then stock up if you find it on sale!  Then try the other Organic India teas... they are ALL wonderful... and you will be supporting an environmentally responsible product and the farmers that produce it.<br /><br />But seriously... the Green tea blend... buy it.  As fast as you can click your way through checkout.",20 Stars!,5
Osome quality ????...,Nan,5
Good,Classy product,5
Very good product!I loved the design.Looks amazing ð¤©,Perfect product!,5
A Very Good Product,Mind-blowing purchase,5
Nice prodak,Worth every penny,5
It worth to money     And the quality is impressive,Wonderful,5
"I've tried many, many varieties of jerky over the years. I had never heard of World Kitchens jerky until I started shopping on Amazon. Since then I've tried a couple of their varieties, as well as many varieties of the other more well-known companies. I would rank this World Kitchens Old Fashioned Jerky near the top of the list. It's very tender, very flavorful, and not too salty. I highly recommend this jerky.",Much better than leading competitors,5
"Until I discovered this case product on Amazon, I had been buying the ""Taste of Thai"" brand coconut milk at my local grocery for more than $2 per can. This is just over $1 per can, which is amazing. The quality of the milk is equal to the more expensive brand and the nutrition information is comparable, meaning that it hasn't been watered down to produce more milk (some brand do this).<br />Cooked well and came out in a homogenized milk form rather than a clump of milk fat followed by coconut water. I am very pleased.",Fabulous product at an incredible price.,5
Excellent product...Go for it...,Must buy!,5
Very good,Worth every penny,5
"They're still sweeter than I'd like, but they taste less like candy than any other bar I've tried, so they're my favorite. They store well, too - you can carry them around in your bag or car and the constant temperature changes aren't a big problem for them.",The least grossly sweet energy bars I've found.,5
Nice mobile,Simply awesome,5
Very good ð,Highly recommended,5
", nice product",Must buy!,5
Very nice product thank you flipcart,Just wow!,5
Nice product,Classy product,5
m satisfy its work properly..thx,Mind-blowing purchase,5
Good product ??????,Just wow!,5
Amazing and built quality is very good,Nan,5
Good,Terrific,5
Nice design ðð,Just wow!,5
Good,Simply awesome,5
Best.....,Nan,5
â¤ï¸NICE PRODUCT,Mind-blowing purchase,5
Awesome??? product,Highly recommended,5
Very very nice blanket I loved it,Perfect product!,5
"While this is an excellent product, it is not exactly like the picture in the description.  The box in the picture has the word ""chicken"" written in a blue box.  That is the Swanson low sodium stock.  What I got was the box with ""chicken"" written in a gold box which is their standard stock. Not a big deal unless you're looking to cut back on salt.",not the low sodium kind,5
"We've had some trouble finding baby food that was thick and chunky enough for our little one. We've come across some that may as well have been soup. This is not that soup. This is a good thickness, and she seems to like the taste. No complaints at all!",More than puree,5
Very nice product ð???ð???,Excellent,5
Great,Best in the market!,5
My husband & I discovered this item while shopping a while back and fell in love with them.  they are so fresh when you take them out of the microwave.  We like the spices on them.  You just have to remember to take them out of the microwave as soon as the bag rises.,pork rinds,5
"Another Amazonian recommended this brand to me, so I ordered it.  It is Really Good peanut butter, lots of crunchy peanut chunks, and not too much salt or sweetener. Also, no aerobic strenuous hand churning the oils/solids!  I also like <a href=""http://www.amazon.com/gp/product/B0045TLSA8"">Jif Natural Crunchy Peanut Butter Spread, 18-Ounce (Pack of 6)</a>, but it is impossible to buy locally, and the price here on Ammy has shot up to a ridiculous level.<br /><br />My next venture into peanut butter exploration will be <a href=""http://www.amazon.com/gp/product/B001GQ3E32"">Peanut Butter & Co. Peanut Butter, The Heat is On, 16-Ounce Jars (Pack of 6)</a>, which sounds amazing. Good company, excellent product.<br /><br />Oh, and I tried <a href=""http://www.amazon.com/gp/product/B001GQ3E3M"">Peanut Butter & Co. Peanut Butter, Dark Chocolate Dreams, 16-Ounce Jars (Pack of 6)</a>, which was smoooooth and yummy, too. Much much better than Nutella.<br /><br />So, if you like natural peanut taste and lots of crunchy bits, you'll probably like this brand.  Remember, peanut butter is one of the basic food groups, along with chocolate, BACON, and ice cream.  :D","yummy, crunchy, fresh taste!",5
"If you are looking for a consistent cup of coffee with a nice flavor and one thats more robust then this one may be for you. My wife and i subscribed to this coffee after reviewing others opinions and for the price, its a great coffee. Works well in a Keurig machine. Id recommend it.",Great coffee at a great price!,5
Very good,Must buy!,5
Good ðð,Brilliant,5
Good clothes quality and nice in size according to me,Nan,5
"Really worth buying. Good product, can be used in all corners. Genuine delivery and product.",Perfect product!,5
Very nice and comfortable prise,Super!,5
Nice,Excellent,5
Just go for it,Just wow!,5
Very good,Best in the market!,5
"Just to give a little extra information, this is the Golden Dragon brand <a href=""http://www.amazon.com/gp/product/B0064EIAVW"">Tikuanyin - China Oolong Tea - net wt 150g (5.3 Oz)</a> found elsewhere on the site. It comes in the tin and is a quite good oolong tea. I usually get three infusions out of each cup and there's no discernable bitterness despite sometimes steeping the third cup for 10+ minutes (I basically let the last one steep until I'm ready to drink it).",Golden Dragon brand,5
Awesome product,Terrific purchase,5
"excellent product, hindware provide maximum facilities in minimum rate.Thanks to flipkart's big billion days which i bought it in 8099 rs only",Terrific purchase,5
Excellent,Highly recommended,5
Very nice and comfortable color is good ð,Nan,5
"My daughter that has autism craves hot, spice and pungent foods.  These are her absolute favorite chips!  She calls them her sour chips and wants them in her lunch all the time.  I love the crispy kettle way they're cooked.",A tang that packs a punch!,5
Very nice thanks flipkary,Wonderful,5
Thank u so much Flipkart.......i love it......its beautiful,Terrific purchase,5
Popchips are a perfect late afternoon snack.  Gives me the energy I need for a few more hours.  I have it set up for periodic automatic shipments.,Excellent Snack,5
Nice tv,Mind-blowing purchase,5
"My hair is very prone to dryness. I use to layer 3 different leave in conditioning treatments to keep my hair from drying out between washes. And that only bought me a few days. If I wash my hair too often it starts to shred so I wash it every 7-10 days. So I'm used to about 4 days of good hair and then 4 days of fighting with it until I wash it again.<br /><br />That's not a problem with this conditioner. It leaves my hair really soft (which also makes it easier to straighten) and my hair is shiny and healthy and bouncy until I wash it again. I'm really excited to have found this line. The shampoo that goes along with this is also a great product.<br /><br />Note: I would say this is probably just for really dry hair, though the shampoo can be used on anyone with dandruff or a problem with excess oil or product buildup on the scalp. This conditioner works great for me though. (Dry hair/Dandruff prone.)",Love This Conditioner!,5
"While this was my first Ghee purchase I was looking to satisfy several criteria for my the type of Ghee I wanted. I wanted it to be organic and from grass fed, or pastured cows, only. This Ghee definitely fits both of those requirements. I had seen this specific brand receive high marks on Amazon as well as a few other sites in addition to the fact that it is produced in the US made it only better. With all of this said, this stuff is absolutely delicious. It has a wonderful nutty-butter like flavor and cooks in an excellent fashion. Although I haven't tried other brands of Ghee I can highly recommend this one...I will certainly be buying more, only wish Amazon carried bigger jars.",Absolutely delicious,5
"Probably one of my best decisions was to buy this powerbank. Rather than going on with cheap ones, I suggest you to invest in this amazing powerbank. Battery backup is really good. It is easy to carry. Design is awesome. Just one flaw that charging takes a little longer. But still it is certainly the best in the market right now in this price range. Go for it.",Simply awesome,5
Nice,Perfect product!,5
Best,Classy product,5
"Maybe this is a placebo effect however, since I have been drinking this tea, sometimes in the morning and some times at night, I have felt more calm and my mood is somewhat lifted. The taste is fine- I sometimes add a little honey but it is fine as is. I will continue to use this tea. I do think it helps with your mood.",soothing,5
"I bought Avocado Oil specifically for two reasons: one, because it is very similar to olive oil in texture and smell, yet brings a new flavor component to my cooking, and secondly and most importantly for me . . . it has a much higher smoke/burn point than extra virgin olive oil--even higher than Canola oil, grapeseed oil and yes, even safflower oil. I've also read that it's just as healthy. The smoke point of avocado oil is somewhere north of 500F! Roughly 520F in fact. That's amazing, and gives me the versatility I need to quick-fire or sear virtually anything under high heat. La Tourangelle's Avocado Oil, one of the few I've tried, tastes great! Fresh and subtly aromatic.<br /><br />Basically, this has been the cure to my burned olive oil blues. That's an especially nice thing, since I have a hyper-sensitive smoke detector and have little room for error when it comes to smoke. To sum it up, though I don't always cook with it (I still use olive oil for low and medium temperature cooking), I love having avocado oil close at hand, for those times when I need it. It actually won't replace your olive oil though, because it has a somewhat different flavor, but it is a flavor I love. Avocado oil is ingenious (and a somewhat new discovery), and La Tourangelle is a trusted producer of the finest of fine edible oils. I trust their brand for some other less well-known oils as well.<br /><br />Highly and enthusiastically recommended--to the point that I'm trying to persuade my family and friends to start cooking with Avocado oil.",A flavorful alternative to extra virgin olive oil for high temperature cooking,5
I love the product. It really taste awesome on toast. I am thrilled it is all natural. I brought some to school and had all the teachers try this for lunch in the teachers room. It was a huge hit.,My opinion,5
Useful,Must buy!,5
Perfect,Nan,5
"Awesome product looks good and tastes great!  Good price, too.  Bought this one from Supplement Warehouse.  Makes a great sweatener and tastes good by itself as well.",Now Foods Maple Syrup,5
"After my cat was diagnosed with renal failure, he refused to eat any of the canned versions of his vet prescribed food for kidney disease although he would eat Hill's Science Diet k/d dry food, but he was vomiting it up regularily. Since his diet requires low protein after searching online I finally found Spot's Stew. My cat really likes it and readily eats the chicken, turkey and salmon varieties. Granted sometimes he eats around the carrots, peas and green beans, but he does eat them. I really like that Spot's Stew is an all natural cat food with no by-products or fillers, and especially that it is an alternative for my cat that he really enjoys.",Great cat food,5
Good,Simply awesome,5
Fantastic product but to be handled with care,Perfect product!,5
Am very happyð very nice products ð,Just wow!,5
Product was awesome very good,Nan,5
"My German Shepherd is a complete Greenie addict.  She knows when they're in the house.  She knows which cupboard they're kept in.  She knows what time of day she's supposed to get hers.  Her vet compliments her on her pretty white teeth, although some of that credit definitely has to go to the fact that my husband and I brush her teeth with one of those finger-toothbrushes and kiddie toothpaste (no fluoride, so safe if she swallows it), but I do know my dog chews a Greenie at least enough to get pieces between her teeth, and at four years old, she doesn't have the kind of doggie breath that knocks you over if she breathes in your face.  I do believe that some of the ingredients in Greenies help breath from within, so even if your dog inhales his or her Greenie, there's still some benefit.<br /><br />My only complaint about Greenies is that they're expensive.  There's no denying that.  If you do the math on this tub of 17, we're talking about a dollar and forty-seven cents apiece.  So I can see why that might stop some people in their tracks, and I understand.  As for my dog, she's on a limited diet because she's allergic to a lot of things that are standard ingredients in a lot of dog food and dog treats.  I feel like I've been a little bit trained myself, not to bat an eye at this price, and she definitely makes me at least a dollar and a half's worth of happy every day.<br /><br />If you're looking at the Greenies in the 17-piece tub, considering them for purchase, though, I'm guessing your canine is also a Greenie addict, like mine.  You're going to buy them anyway, and if you get the free shipping, Amazon's the place to get them.",My Dog's Favorite- and Amazon's the Place to Get Them!,5
"One thing you have to consider when you buy a home appliance like this is the service the company provides. Live pure is the best when it comes to quality and service but it's also freakishly expensive and goes way out of budget for many of us. The next best option in my opinion is Kent. Water purification is great, service provided by the company is good. The technicians are are well trained. Like everyone said, you will have to keep a 1000 bucks ready when they come for the installation bec...",Wonderful,5
"With the start of September I have been craving autumnal flavors, especially pumpkin.  Upon opening the package, pumpkin pie flavoring filled my nose.  It was AMAZING!  It smelled exactly like a spiced pumpkin pie was sitting in my kitchen.<br /><br />I immediately made this into a cold latte based on the delicious smell alone.  Two ounces of warmed water blended with the pumpkin pie matcha, a smidge of sugar and a healthy 6 ounces of icy-cold milk later, I found myself speechless!  After downing the entire cup in record time, I must admit I really want another one!  This is Fall in a cup!<br /><br />In this particular flavor - pumpkin pie - the spices are rich!  Cloves, cinnamon, and nutmeg - they all mingle with the pumpkin without overpowering it.  It sort of reminds me of the Starbucks Pumpkin Pie coffee lattes I used to look forward to around this time of year.  I loved them so much I'd try recreating them at home.  Well now, I don't have to!  There's a much healthier version right here without the added sugar.<br /><br />This will not last me very long.",My new Fall beverage staple!,5
fantastic,Mind-blowing purchase,5
Product is all so good,Worth every penny,5
"My dog can't walk with out this dog food!  I am not sure what is in it but she starts limping if she is without it for longer thatn a day or so!  I am so thankful to find it on Amazon.<a href=""http://www.amazon.com/gp/product/B001NZPFB0"">Dogswell Happy Hips for Dogs, Chicken & Oats Dry Dog Food, 22.5-Pound Bag</a>",Happy Hips Dog food is a life saver,5
"I need to say I absolutely love my Kuerig brewing system. French Roast is one my favorite types of roast. I don't want to sound biased, but anyone who loves a strong aromatic coffee would love this kind. I would recommend it to the coffee enthusiast, but that's just me. This won't be so good for those who don't like a very strong, extra bold coffee. If you are one of those who doesn't like a coffee this strong...this isn't for you unfortunately.",Good Tulley's product.,5
"I have a bit of a sweet tooth. I've tried to ignore it in times past, but the reality is that I want--NEED--a cookie from time-to-time as a welcome addition to my brown bag lunch. These 1.4 ounce single servings make that easy without overdoing it. If I bring one with me I know I'll only end up eating one package and not HALF of a 12 ounce package! Single servings help keep the portion size healthy while not killing your soul by ignoring your need for some desert...<br /><br />Reasonably priced and shipped to your door, these are a great purchase.",Great Snack!,5
Good,Just wow!,5
What a great product I received . Amazing quality with superior features. Fantastic,Great product,5
i love this green tea-it is the only one i will order and drink.most green teas have a bitter after taste-not this one-it is delicious.i am sure if you are agreen tea lover you will truly enjoy this product.it is a very relaxing drink-especially when you are reading your kindle!!!,green tea review,5
"Shipping was super fast.<br />From the price, I thought these would be all so thin but in fact all of them look pretty nice and the thickness is assorted from thin to thick.<br />Not a super thin one.<br />Two free dog chews were included, making it even better.<br />Definitely ordering from this seller again.",excellent value,5
Superb product with great quality. Boiled water stays hot for more than 24hrs. Value for money product.,Mind-blowing purchase,5
Nice good,Just wow!,5
"Bad product  ,return  rejected",Super!,5
I m vry happy with my product,Best in the market!,5
Good,Mind-blowing purchase,5
Bought an 8 pack. I like these because they have the powdered flavor pack so I can adjust the sodium content (I use about 1/3 of the flavor pack). Nice to toss some in some peas or other veggies on hand.,Great quick meal/snack,5
Super easy to prepare-just mix in fat free vanilla yogurt & bake. Always a<br />welcome treat. Great served warm with frozen yogurt.,Great no fat treat!,5
"I have two German Shepherds. I use these as training treats. I also use them when I brush them, which they don't enjoy so much but know they will get treats. We have tried every treat available. These are the best.",Save the best for training,5
Cheap rate at this configuration,Terrific purchase,5
"I find these really good and economical in cooking, giving extremely concentrated lemon, lime and orange flavour with a drop or two. I use a dropper for convenience otherwise the lips of the small bottles deliver too much oil. Prior to the dropper idea I ""decanted"" a small quantity into a teaspoon.",Concentrated citrus combo,5
Awesome,Simply awesome,5
Nice laptop in 50k budget,Perfect product!,5
"Trying to do more whole grain foods, and fiber. this is also a winner!<br /><br />After preparing both I mix them together!!!",Not as eay as Cousacous but good!!!,5
Good product m happy dis product Thnxx to flipcart ð???,Mind-blowing purchase,5
I have been waiting for these to be available. It's a wonderful company. When I told them how much I wanted some they actually sent me some samples. It was fantastic.<br /><br />Oloves are one of the best things I have ever had in my mouth.,So excited!,5
"Everyone including myself, hubby and visitors always love this Dolce Gusto Capsule flavor the most. It is not too strong but has the right amount of flavor and enough froth too that I can give my little one a few spoons of it when she is eying my coffee. If you are looking for a stronger one then put less water.",Just right for me!,5
Super,Highly recommended,5
Supr,Excellent,5
Good quality,Great product,5
Very good,Must buy!,5
Good,Just wow!,5
"I got hooked on K-cups at a customer's plant where I was working.  The coffee was so fresh and great tasting the I was compelled to buy this unit for my home.  It has not failed my expectations.  It has worked flawlessly since I first plugged it in.  The touch screen is a conversation piece when guests are in the kitchen because it rolls through various views of coffee beans, roasting, and the k-cup brewing cycle.  When you put a new k-cup into the holder it shows the screen to select your brew size, then all you have to do is select the size and hit the 'brew' button and you've got a superior cup of coffee.<br />Even the kids love brewing up a cup of hot cocoa.  And, if you don't like coffee or cocoa, try the chai latte (spiced black tea).  There are k-cups available that will please anyone.",A Robust Java Machine,5
Good,Nan,5
This is awesome ????????,Best in the market!,5
Plants are good and decent for amount,Excellent,5
"Torani Sugar-Free Syrup, Hazelnut, 25.4-Ounce Bottle (Pack of 3) Very good flavor! I use for coffee, on my cereal instead of sugar, and in my yogurt.",Best price,5
Just awsm in budget??ø,Nan,5
"Purchased several of these from various sellers including amazon, never any complaints.  Our baby loves them (55 lb. golden retriever).  She is a very aggressive chewer and the larger ones actually last her about half an hour.  She is always excited when we go to the pantry and she hears one of her many treat bags opening.  She escpecially loves these.  Sometimes if the isn't in the mood to go to town on it, I will let her lick it and that usually gets her juices flowing and she will finish it.<br /><br />She will be age 2 in April and the vet says here teeth look really good.  This has the most mechanical chewing action for an edible product I've seen.  Greenies are nice but they dissappear really quick and can get pricey.  I wouldn't reccomend a steady diet of these however I usually go every other or every third day and supplement with Checkups or Greenies and nylabones.  Way easier than brusing or the dangers of water additives and rawhide.",They're GREAT,5
Ok,Wonderful,5
This freezer tray has nice proportions.  I bought it for a friend who uses it for her food and the baby's.  She thinks it's easy to use and clean and uses it for various foods and juice pops.,Easy to use and versatile,5
Super bro,Awesome,5
One of the best routers I got it for 999,Just wow!,5
"Great treat for the kids, they love them and it is a better alternative to all the junky stuff thats on the market!",florida naturals fruit nuggets,5
"This product when received became an instant household staple I share with many others.<br /><br />The unsalted ""snack foods"" offered through Amazon can be delivered in case-quantity then set out at social events to introduce others to healthier eating.<br /><br />And one can produce ""dips"" for selection at such social events by simply food-processing ordinary, or, ideally, organic, vegetables, also shipped through Amazon sellers or found locally.<br /><br />Experiment.  That's healthy to do.  Your own body is your own body.  Feed your own body carefully.<br /><br />Clint Williams<br />Oakland, Michigan USA",Highest Rating.,5
"Good quality,  good rate, and received safely without any damage.",Simply awesome,5
"The product Is really Good. But the body gets really hot, as mentioned on the product. It cools down as fast it gets hot.",Just wow!,5
Nice music LED lights bulb thanks for Flipkart,Terrific purchase,5
"Good sound bar in this price, fast connect to blue tooth, notification sound is decent and over all value for money",Brilliant,5
Nice in medium range,Excellent,5
Good product,Excellent,5
Nice,Worth every penny,5
received on time... items priced less than normal purchase place.  my doggie loves treat-umms.,Treat-umms,5
I loved it very useful for new born baby stufg,Perfect product!,5
"My favorite - very chocolatey, not too sweet (altho sometimes I mix in some extra plain cocoa to de-sweeten it some more). Dissolves well. Fantastic with coffee, and you can always add hot milk",Great chocolately cocoa mix,5
Nice easy to instal..,Mind-blowing purchase,5
"I have tried most of mezzettas sauces as they are carried by my local grocer. Mezzetta uses the very sweetest ripe san marzano tomatoes i have ever had. No sugar, paste or corn syrup in the ingredient list which is a sure indicator of a cheap garbage sauce. This sauce is first rate by any account. The designation of home style on the label is misleading though. This sauce could be served in a high end italian restaurant right out of the jar and i kid you not. Their sauces have napa valley wine in the Ingredients. I have not seen any others with wine in their sauces which is the way gourmet sauces are really made. If you can find a better tasting sauce in a jar than there is something wrong with your taste buds or you are buying a sauce loaded with sugar and you like refined sugar. There is only three grams of sugar per serving but you cant tell that because of the natural sweetness of their tomatoes. They also use sea salt which has a lessened effect on blood pressure. This is perfect for those who like sweet sauces but must control sugar intake and want a pasta sauce. In fact this sauce is just plain perfect for anybody period. Though mezzetta sells a pizza sauce you would do just fine with this right here. I pay three dollars a jar when on sale. The grocer sells for six per when not on sale and mezzetta sells for 4.70 per jar or 21.15 per case plus shipping. Shipping will double the price. Buy this with great confidence of the highest quality, standards and taste, you will not be disappointed!",The finest pasta sauce available!,5
Good,Fabulous!,5
We bought the 6 pack for the wife to have during breastfeeding to comfort the babies tummy and to mix small amounts in the baby's formula. Works well! Cheapest on Amazon as usual!,Yogi is the best for Organic good Tasting Teas!,5
Great machine....It works better than man.I am very happy by its  sparkle like cleaning. awesome love it also thanks  flipkart for timely  delivery and quick demo ????,Brilliant,5
"I have tried several different brands of mixers. This is my favorite. I buy it by the case, often giving bottles away to friends who also enjoy the taste.<br />I personally mix this with 50% filtered water. I like my Martini's barely dirty.<br />To each their own, but this is my favorite and I have tried many.",This is my favorite mix.,5
Adds great flavor to meats and stews...ground very fine so breaks down easy.  Just got to clean out a spice jar for it otherwise will be messy sitting in the bag.  Will be purchasing more from the company.  Not always easy to find gluten free products with a reasonable price.,Good spice!,5
"There seems to be some price gauging online with this. If you live near a mexican grocer its more than 50% lower in price for a 1.5 litre.  GREAT soda though.  Green apple is just as good, too.","Taste is delicious, but shop around",5
It's ok. working fine until today,Awesome,5
The best in this price range. Go for it.,Fabulous!,5
"These tasty, chewy morsels are packed full of healthy goodness ! I really can feel the energy after snacking on a handful! Better than M&M's :)",Tibetian goji berries rock!,5
Very good product iam very happy,Excellent,5
Good product and real product,Fabulous!,5
"These are great for baking. They are creamer then the Carmel squares when you melt them and you do not have to unwrap them. I use them when I make Pecan Carmel Bars, they are great.",Carmel bits,5
Perfect,Best in the market!,5
Best,Awesome,5
