Text,Summary,Score
"If you have fungus gnats, these will control the problem.  Fungus gnats are irresistably drawn to yellow, and these sticky traps are bright yellow.  Only issue I have with them is that there must be a better way of using them than attaching them to the plant with a twist tie.",Controls fungus gnats,4
"I agree, its really hard to swallow with just water. But the benefits outweight the taste. Its definately not something you take your time to sip. It is manageble with a smoothie. I am buying a 2nd bag.",Good stuff,4
"If you, like me, love candy bars, you'll be very happy with Planters Big Nut Bars. They taste remarkably like the nut-filled Payday bars. If you have to dash out and skip lunch, one of these bars will be a good pick-me-up, but beware of the sugar and calories.","If you love Payday bars, you'll love this product",4
Good,Worth the money,4
"I hate to admit I miss the lard. I was the one in your 4th-grade class who unscrewed the Oreo, ate all the white middle, licked the wafers clean and then ate the hardened chocolate wafers. That's the image I have of this cookie. Even Barbra Streisand coyly named her singing trio at the beginning of <a href=""http://www.amazon.com/gp/product/B000AYEL1A"">A Star Is Born</a> the Oreos because she had two back-up singers who were black. That's why the idea of an Oreo Thin Crisp is rather lost on me.<br /><br />It is a single, nickel-sized baked chocolate wafer that more resembles a bleached Wheat Thin than the original Oreo. It does have some dusting of a white fructose sprinkle as perhaps a nostalgic tribute. Don't get me wrong, as the Oreo Thin Crisps are perfectly fine as low-calorie chocolate wafer alternatives go. They simply lack the lip-smacking satisfaction of a disassembled Oreo digested in pieces. The whole point of the 0.81-ounce bag of wafers is to tout that they are ""100 Calorie Packs"", a fine idea for Weight Watchers advocates and the rest of us who should be watching our weight. It's just that I don't feel very satisfied after finishing just one pack.","Chocolate Wafers in an Identity Crisis as Oreos...But If Deception Helps Monitor Calories, Why Not?",4
"I bought this cereal for my husband, but I found it worked great mixed with my Total brand cereal when I want a little more crunch and flavor.  I must admit though I have been able to get this on sale at my local Safeway on occasion at half the price and then I stock up.",Love the taste,4
"A fabulous gift that any person, except my grandma would love, but since she has dentures, she did not enjoy this amazing gift. But she gave them back to me and I ate them for her. WOuldn't recommend the gummy lifesaver box.  Have a holly, jolly Xmas, this year, (ding dong ding dong)","Yummy in the tummy, I don't like the gummies",4
"In response to the reviewer who wrote that this product ""tastes burned right out of the can, and has a sandy/gritty or mealy texture"", that does not sound normal.  I've been eating this product for at least 35 years, off and on, and it is never normal for it to feel gritty or sandy.  I would return any can that had that texture.  This burger does have a finer texture, though, compared to that of Loma Linda Vegeburger or Worthington Vegetarian Burger.<br /><br />This product has a strong flavor of its own and, in my experience, doesn't do particularly well as an ingredient but stands alone much better.  I agree with those reviewers who said to open both ends of the can, push the product out, and slice it off fairly thinly.  (I usually chill the can thoroughly before opening it so the slices hold together better.)  I fry the slices in a little olive oil or butter until they're crispy on each side, then use them for sandwiches.  I like them pretty plain on a multi-grain bread, with mayo and onion, but that's just my own preference.<br /><br />I admit that this is not my favorite vegetarian burger but, every now and then, it satisfies a craving when nothing else will.","Redi-Burger - yes, it's an acquired taste",4
Good product in this price.. screen casting option bit difficult.. both device should be in the same network.. other than that clarity is pretty good..,Good choice,4
"9 bucks for 5 pounds is ridiculous, and they are pretty good.<br /><br />People are saying there is an aftertaste but I'm not getting it.<br /><br />Not the best but not the worst. The red ones flavor is really good and tastes of cherries, the blue ones are meh and sort of flat, and the white ones are pretty good but I have no idea what it is.<br /><br />Consistency is good, and flavor is really good for the price paid.",good for the price,4
Good one,Pretty good,4
"These seasonings are great for flavoring just about anything. Great on eggs, salads, and popcorn. It gives the food a nice bacon-y flavor without bacon. They are low sodium. One of them is gluten free, but the rest are not. I would have given them 5 stars had all of them been gluten free.",Bacon Salt Sampler,4
"My first impression was of oatmeal cookie and a little like a shortbread cookie.  The cookies are pretty flat (1/8"" thick) but dense. The fruit tastes like dried fruit so you get a taste of chewy cranberry fruit in between the cookie taste. I'll post the nutrition information above but there are about 45 calories per cookie and about a third of those calories are from fat. Probably the most notable thing about these cookies are how filling they are. After 3 or 4 cookies I feel satisfied. A good snack before or after a workout. The label says ""cranberry citrus oat"" and I can't help but think that the addition of a little orange zest/peel would make these even better. I'll try the fig flavor next since that's what I think of when I see ""Newtons"" on the label.",Oatmeal with a Touch of Fruit,4
active Work all day ð¤,Nice product,4
Nice,Very Good,4
"UPDATE: Amazon has lowered the price to under $6 x2 a bag which is around $1 less per bag than what we've seen at Wal-Mart.<br /><br />What can I say, it's two giant bags of SKITTLES.<br /><br />You get two 41 ounce resealable bags of SKITTLES, you may have seen these in the Wholesale Clubs or in the candy aisle at your local WAL-MART. Amazon is thankfully selling these themselve's instead of what was previously only available from 3rd party Marketplace sellers who inflate the prices by 2x, 3x, 4x or even more than what you'd pay in a physical store NOT including shipping/tax. Buying direct from Amazon offers you FREE shipping, $25+ of more purchase, or FREE 2 shipping day if you have PRIME, which is great.<br /><br />Our Skittles were double sealed in plastic packaging within a cardboard box with plenty of air pillow bags. The two bags Skittles and thee Skittles themselves were in great condition and weren't expired.<br /><br />Given that WAL-MART charges about $6.50 per bag so this price for two from Amazon is great since you don't have to go down to Walm-Mart or the Wholesale Club and feel like an idiot buying a MEGA bag of Skittles when you bring this up to the cashier.<br /><br />PLEASE NOTE: These bags of Skittles are of the Gluten Free, Gelatin Free variety.","Taste the RAINBOW, a lot of RAINBOW",4
"Today is Lammas Day (a.k.a. Lughnasadh).  What better way to celebrate the ""first harvest"" that's with a nice farmhouse Saison ale?  HENNEPIN SAISON ALE is a quality summertime Belgian brew:  It has a nice golden color and lingering head, a good hoppy flavor, and a veritable 7.7% ABV.  Additionally, in terms of value, this is one of the more cost effective Belgian ales on the market today.<br />I consider myself to be a bit of a fanatic when it comes to Belgian ales; I can honestly say, with all sincerity, that this is a good Belgian ale at a reasonable price.  This one will be part of my regular rotation.",Yet another quality ale from Belgium...,4
These do smell fishy when opened but rinse and dry and they are great they take on the taste of whatever you put them with and NO calories !,Noodles,4
For those wondering what to expect - purchased 5/28/12 through amazon warehouse deals - expiration date on product is 8/5/12. Ok parm for the price.,basic parm,4
"This may not be the best tasting thing I have ever drank but man do I feel instant results after drinking some. I would best describe the effects as very close to the good feeling you experience when you drink coffee. I notice that my circulation feels fantastic like my whole body is warm, a very healthy dose of energy and I dont notice any jitteryness like coffee or energy drinks give you.  The only reason I didnt rate it 5 start is because a 16oz bottle is $3.00 which I think is a little steep. But for the great feeling I get when I drink some I would highly recommend it to anyone else who wants to feel a boost of energy as well as a general sense of well being.",Awesome!,4
"I purchased this because I wanted a decaf white tea that had some flavor to it.  I normally don't enjoy fruit flavored teas.  This one is a great flavor, but I have noticed it needs to steep longer to get enough flavor out of it.  The raspberry is a little too subtle.<br /><br />The outer package is the pictured cardboard box, but the tea bags are individually wrapped in air tight packets (the small white packet shown with the box) which are pretty enough for display or gift baskets. If you aren't sure about buying 100 at a time, look for a sample package on Amazon or elsewhere (though the Amazon prices are impressive compared to other ones I've seen).<br /><br />If you are interested in a full-flavor tea, I highly recommend Stash's White Christmas Tea.","Great tea, just a touch too light",4
"I have a lot of food sensitivities that include cane sugar and high fructose corn syrup. I was using <a href=""http://www.amazon.com/gp/product/B0009TMU0K"">Pure Maple Sugar, 1 lb.</a> to sweeten the Roobois tea I drink, but the powder was a pain in the butt. It had a tendency to fly everywhere at the slightest movement because of how fine it is. I bought this 25-ounce container and I'm happy with everything but the high price (which is driven by market factors neither I nor the producer are in control of). Maple sugar is better tasting that cane sugar or HFCS, and it doesn't upset my stomach. The container is convenient compared to the bag the Barry Farms product shipped in. I also like the granules as opposed to the powder.",Used in my tea,4
Quality is good,Good quality product,4
Good ð?? ð?? ð??,Wonderful,4
Good quality,Good quality product,4
"These are good cat treats.  My cats are picky but they eat these.  As for the treats plaque fighting powers, I really have no way of measuring that.  I'll take the company's word for it.  My one cat puked a few of these up after eating them.  But she pukes all the time so I can't say it the treats made her vomit or if it was just her puking like she always does.  Cats are irritating sometimes.",Fine,4
good,Good quality product,4
"I don't know what effects I will experience, however, it tastes good.  It arrived promptly, and I received two 32 ounce jars.  I add it  to my coffee each morning, and it gives the coffee a very nice rich flavor.  I use it on my arms, my legs, my feet.  It makes my skin soft, and in particular, my feet feels less dry even after just one application.  I think it is better then the moisturing lotions you find in the stores.  Amazing, that you can eat this stuff and use it for skincare too.","Efagold Organic coconut oil, 32 ounce jar - good stuff",4
Very nice,Worth the money,4
Good product,Value-for-money,4
Nice product?????¯?????¯,Really Nice,4
"This is my least-favorite flavor of Clif bars, one of my husband's lesser favorites, and my twenty-something daughter's favorite flavor. Clif has a lot of different flavors, however, so there is something for everyone. I switched over from Zone-type meal bars to only this brand a while back because it has much healthier ingredients.<br /><br />This cannot be considered a high-protein bar, because they tend to have 18-20 grams of protein, and this brand has only 9-10 grams of protein per bar.<br /><br />Like all meal bars, this is very condensed food, containing about the same calories as a candy bar of the same size.",Mixed reviews on this flavor from my family,4
"this is a very good litter box for people that live in a small apartment or house, where there isn't much separation between the location of the box and the living area. the topper and flap keep the smell *very* contained, and the sifter makes it really easy to clean and change. my one complaint is that sometimes (and somewhat counterintuitively) the clumping kind of litter will get stuck and clog up the sifter, so it actually works much better (for me) to use the very cheapest *non*-clumping litter i can find. i give this product a 4, rather than 5, star review because the cheap litter is dusty and makes putting new litter into the box sort of annoying. other than that, it's really a great product and has made my cat's presence much more tolerable for my roommate, hehe",best closed litter box i've ever had,4
These are Good but received without company box.,Worth the money,4
I ordered a Package case of 6 items BUT some how the order was changed and only 1 item  was shipped and was received on the promised day ! In addition I have been charged $ 6.99 for the one item which is too much ! I'd still like to CASE at ? when aviable !<br /><br />Galen Jim) Miller,Spaghetti Order Review !,4
Happy,Nice product,4
Good subtle flavored coffee for the mid-afternoon pick me up. A bit of sweetness without being overdone. Wish it was available in whole bean as I like it stronger then the Keurig cup can make it.,Good Stuff,4
"My cat absolutely loves his ""fish corks"".  We have to keep them locked in a cabinet or he chews through the bag and eats all of them.  They are about the size of a wine cork.  Foam like texture with tough outer covering.  In theory, biting through the outer covering and squishing into the inner foam is supposed to help keep teeth clean.  Hard to tell if they are effective but I'm too lazy to brush his teeth and figure this is better than nothing.  He is fed Wellness wet food only.  I strongly believe kibble is bad for animal teeth since it doesn't clean their teeth while chewing and all the carbs simply make a nice paste on teeth providing an excellent environment for plaque forming bacteria.  Seriously, would you replace your tooth brush with hard cookies?  Consider the residue from Oreos?  I've seen kibble fed teeth and they aren't pretty.  We've been using this product for a few years.  Our cat is nine years old and finally needed his first professional teeth cleaning earlier this year.  The dental chews have a strong odor and oily residue that sticks to your fingers but easily washes off with simple water and friction.  He attacks and bats them around the floor for a second then devours them quickly.  I usually give him one each day.","Cat loves them, Unsure how effective.",4
"These cheese straws are very yummy. Unfortunately, I felt that they were making me gain weight as part of my low carb diet. I gained three pounds in the week that I bought them eating maybe a couple of handfuls a day. So, while very delicious, they may not work well for my diet.<br /><br />Update: I see that the product Amazon took me to write this review was not exactly the product I ordered. I ordered the low carb tin.","Yummy, but...",4
"I recently tried this flavor/brand and was surprised at how delicious these chips are.  The best thing was that there were a lot of ""brown"" chips in the bsg (my favorite), so I bought some more through amazon and shared with family and friends.  I am a little disappointed that there are not, so far, very many brown chips in these bags, but the flavor is still very good.  I like them better than the yogurt and green onion flavor because they do not seem to be as salty, and the onion flavor is better.  If you haven't eaten Kettle chips before, I recommend that you try a bag before buying bulk.  They are thicker and crunchier than Lays but just as fresh out of the bag.",Best sour cream & onion chip I've had,4
"If you are looking for anything close to Kraft, this would be it.  I like to add a little extra cheese, just for extra flavour.",Best gluten-free mac and cheese I have found!,4
"Why oh why do studios stamp ""Deluxe Edition"" on movies and then provide nothing to make it worthy of that title??????  I absolutely LOVE the movie Beetlejuice, and just about anything else Tim Burton has done.  The Blu-ray version of this movie looks and sounds better than any version I've seen before.  The colors are sharp and the sound is greatly improved over other DVD iterations I have seen before.  The movie comes with a nice slipcover featuring the cover art in lenticular motion.  That's about the only really special feature you are going to get on this disc.  With it being the 20th Anniv. of this film, I thought that surely something would have been included about the making of the film, but there is NOTHING.  There is no commentary track, no making of doc., no interviews with the cast.......NOTHING.  Oh you do get 3 episodes of the Beetlejuice cartoon.....yaawwwwnn and the original theatrical trailer.  I'm not complaining too much, because I do love this movie, and it is worth the price just to see it in High Definition.  It just ticks me off a little when studios stamp the ""Deluxe Edition"" on the cover, when there is nothing Deluxe about it.",Great Movie...But NOT Given DELUXE Treatment,4
"For anyone who remembers those fudgy little cookies and has been missing them, this is a good news/bad news story.  The bad news--the crisp cookie part of this treat is a chocolate one, unlike the plain vanilla of Fudge Patties past.  The good news--you probably won't notice the difference.<br /><br />For the uninitiated:  this is a lighter, more crisp version of a vanilla wafer (though chocolate), slightly hollowed out to accommodate a dollop of creamy fudge.  The whole thing is then covered in more chocolate.<br /><br />This is no gourmet cookie; but for chocolate lovers who've never forgotten the joy of biting into that thick, creamy fudge layer before  finding the crunchy cookie inside, it's not bad.<br /><br />Serving suggestion:  Best eaten at warm-ish room temp, when the outer blanket of chocolate is just soft enough to be a bit tacky but not messy, allowing your teeth to sink into the inner fudgy layer...with a glass of milk nearby.",Closest thing to 70s Girl Scout Fudge Patties I've found yet--Keebler Fudge Filled Cookies,4
"Excellent consistent product. My only warning is that these beans have a high sulfur content that they like to release after they have sat for a while following cooking, whew! They also like to ferment fairly quickly, so eat within a week.",Full of Beany Goodness,4
"Distributed by Kraft Foods Global Inc we have ""CRYSTAL LIGHT MOCKTAILS APPLETINI"" (1.62oz  pack of 4), which Amazon sent my way through the Vine Program.<br /><br />* 1st -- This is on the green apples sour side, which is a plus for me.<br />* 2nd -- This does not have that after-artificial-taste to it,<br />* 3rd -- This has a refreshing low-calorie taste, which is an alternative to the other brands, nuff said.<br /><br />My Grandchildren Tommy and Ava live with me and my wife (Judy), we gave it the taste test<br />and it passed with flying colors.<br /><br />In closing - My Entire Family - Would purchase this flavor again.","""One of the Better Flavors Crystal Light has come up with ~ Recommend""",4
Always in the market for a cheaper k-cup (and living in San Francisco) I was happy to have stumbled upon the  San Francisco Bay brand. I was worried about the weird shape at first but it still works in the brewer. I like that the packaging is trimmed down so I don't feel as guilty about the environental impact of overpackaging  (told you I live in SF!)  The French Roast is very bold and at first I was unsure...I think I like  it just fine but plan to try another roast next time. It also tastes a bit more acidic than other brands but that isn't such a bad thing either. I think I am getting used to it. My problem is that I switch from several different brands all the time so I may y always notice that difference. I recommend this and plan to order this many more times!  I would give it another half star if i could!,Good Price and Good  Coffee,4
"This coffee is absolutely amazing. Don't get a BLEND do not, do not buy a blend. You're not getting the real thing. I've tried this through the coffee pot (using permanent gold filter) and through french press and it's absolutely wonderful. Sweet, nutty, fruity, everything it's made out to be. worth every penny. Such a wonderful cup of coffee. I usually like mine with cream and sugar and with this cup I didn't need either. Try it black with a small amount of sugar. Excellent. Someone suggested cutting this coffee with Kona. Wrong, wrong, wrong. This coffee doesn't need to be cut by anything. It stands up on its own and if your friends didn't notice any difference in the coffee they were driking you either a) made it wrong, or b) have friends with little to no taste buds.","Yes, yes, and yes.",4
"Earl Grey was one of my favorite flavors before I got into loose leaf tea and I still come back to it on a regular basis. The comforting aroma of bergamot the it's flavor mixed with black tea is hard to beat. Of the many brands of Earl Grey I've tried over the years, H&B's is without a doubt one of the better ones.<br /><br />It rises above an average tea bag in that it can produce a well balanced cup over at least two steepings. Just brew it for a shorter time than recommended on the packaging. For me it is under 2 minutes for the first cup and longer for the second. It mixes well with cream and sugar too, though I prefer mine black. Another plus is it's ability to taste good as a cold tea as well as a hot one. The citrusy bergamot flavor is prominent in this mix so perhaps that is its secret.<br /><br />In any event, quality tea leaves and flavorings are evident here and I would purchase it again. There are better loose leaf tea blends available, but as a bagged tea it is hard to beat.<br /><br />~ Kort",Good Bagged Earl Grey,4
"I've been getting these regularly for a year because I liked the idea of using Splenda as the sweetener.  Just last month it was $15.40.  Now it's $17.81.  That is a price hike of over 15%.  I don't know if Arizona Iced Tea company raised their prices, or if Amazon decided to really increase their profit margins on this item.  However, it is absolutely dirty pool.  A decent product that just may have lost my loyalty--and my business.",The price hikes are criminal,4
"I've had regular, lychee and now this flavor. I found it to be very bland. I did taste peach and mango but it seems the slightly bitter green coconut water canceled out the sweetness and depth of its two added fruits. It wasn't bad, but it wasn't great.  Naked seems to have the truest green coconuts -- when they're so young the water isn't sweet most of the time. I don't mind the taste and love the benefits of drinking coconut water. It's great on a hangover day to rehydrate quickly.",It's worth trying out if you're a coconut water buff.,4
Our cats loved the liver treats. Packaging tore during shipping so had to patch the packet.,Cookies for Cats to Enjoy,4
"This stuff is alright, for limeade - it tastes nothing like a margarita to me.  Hubby and I added tequila to this Crystal Light and poured it over ice and THAT was pretty darn tasty (and even better with a splash of Fresca I had in the fridge, adds a bit of carbonation to it).  So this can serve as a cost-efficient diet margarita mix for us and that's why we'll likely buy it again.<br /><br />NOTE:  Hubby and I are used to diet stuff... we use Splenda in our tea & coffee and drink diet sodas, so we're accustomed to it.  If you're used to natural sugars in your food and drink, you may not care for this Crystal Light.",More like limeade than anything - add your own tequila!,4
"Starbucks Natural Fusions ground coffee contains the right balance of (added) vanilla flavor and bold coffee. Normally, flavored (let alone pre-ground) coffees aren't very high quality; however, this Starbucks blend is very good. It's not stale or poorly roasted, nor does it have any kind of artificial smell or taste. There's no strange after-taste, either. It brews well, and I'll likely purchase it again. The vanilla ""flavor infusion"" doesn't overpower; the aroma is absolutely amazing - not flat, with the right amount of depth and complexity.<br /><br />I prepared this coffee drip-style (not in a machine), and found it required a bit more than usual to make the strength I prefer. Additionally, though I prefer black coffee, this coffee responds well to a bit of sugar (it heightens the vanilla flavor) and cream.",The right balance of vanilla and coffee,4
Just arrived it was on time delivery used it as it came with great packing had a sofa full of dust its all clean now just heating problem and sound is little bit loud but great at this price thank you for the product ð,Very Good,4
"I've lived my entire life within 100 miles of Hershey, PA, so when I think of chocolate, I think of Hershey and the unique cocoa-y taste that only Hershey's has. However, the only flake or aerated chocolate I've ever had has been European, which of course tastes much different. It was a surprising combination to have this taste exactly like Hershey's but be a totally different texture. I can't say I liked it any better or worse than a standard Hershey bar. It's just different. I'm certainly not going to seek it out or pay more for it.",Better? Worse? Or about the same?,4
Thank God they finially made them I can't always afford the buy the regular k-cups. The only change I would make is to have peel and stick top for them. The peel and sticks could have your own name on them so you could share them with your friends. Ron,Great way to make your own,4
Awesome,Really Nice,4
Good,Good quality product,4
Good,Wonderful,4
"I purchased these at a ""local"" target for movie snacks. they are pretty good. any lover of teddy grams will enjoy these. the dry marshmallows are reminiscent of the kind in cereal. they have a tiny grove in them so you can ""stack them"".<br /><br />I strongly recommend them. what I don't recommend is putting them in a bowl and dumping milk on them.<br />it is a horrible idea and creates and unpleasant gritty slurry.",who needs cheese when you have chocolate,4
Very nice & useful product but with high noise than expected. Unfortunately cost reduced on the day next i ordered by 300 INR approx. Good looking Happy with the product right now. One bigger Jar is for juice only.juice jar is making pulp only. hence not useful.,Really Nice,4
Amazing top notch Misses the 5 stars bcoz mob is bit of a low quality otherwise product is top notch its a great buu,Very Good,4
"I like sardines but don't eat them very often...maybe a 15 oz can every year, reason why I gave La Sirena 4 stars instead of 5 because there may be better sardines. Having said that, I am planning of storing food for at least 6 months and sardines seem to be an excellent choice just in case the world goes down the drain (or worst yet, a zombie apocalypse...just kidding).<br /><br />I agree with the other comment about the sardines being firm, I don't think they require extra cooking though, I like them the way they come...that's my taste. But then again, I don't know anything about sardines.<br /><br />La Sirena sardines (15 oz can) provides you with 7 servings:<br />protein: 12g, carbs: 2g, fat: 3g (approx.), and 250mg of sodium.  So the total is:<br />Protein 84g, carbs 14g, fat 21g, and sodium 1750mg. You'll find that the sodium and carbs are in the tomato sauce, so you just can eat the sardines if you cant have the sodium.<br /><br />Personally, I don't care about the high sodium content. In fact, if the world goes down the pipe I'll need anything I can get my hands on. For instance, I can mix the tomato sauce with olive oil and garlic to mix it with pasta. I know, I know, this is not gourmet eating, but when surving is the top priority you will eat what you must.<br /><br />Do I recommend it? Absolutely!!!<br /><br />BTW it's supposed to be hot...it is not",La Sirena Sardine 15.0 Oz (tomato sauce),4
Good,Wonderful,4
"A friend suggested this as I have been taking pain medication which tends to bind the bowels. He told me that this would help keep me regular. He was so right. A cu p of Senna Tea with my dinner has been better then metamucel for regularity. It tastes good, and I recommend it to anyone who has constipation problems due to medications. If you eat out, you can take the tea bag with you and ask for a cup of hot water to steep your tea in, and you do not have to worry about missing a dose.",Senna Leaf tea,4
Very good Bold coffee.  I do wish we could get better pricing on Green Mountain with Amazon though.  For some it might be worth the extra $$,Bold good Coffee,4
Vgood,Pretty good,4
Good product and also fabric is very nice,Pretty good,4
"My Japanese friend introduced me to this and I was instantly hooked! GREAT aroma and taste and SO easy to make. Simply throw some rice into your rice cooker, boil this pre-made curry sauce (with veggies) in boiling water and soon as the rice is done, cut open the packet and pour over your rice! Love this stuff. If you would rather use fresh veggies (even though the carrots and potatoes included in this packet are pretty good for pre-packaged veggies), you can simply purchase just the solid-type (bouillon) curry mix by S&B and it works the same. Then just throw in your own meat and veggies and it comes out just as good.<br /><br />Enjoy!",Love this curry,4
Good product.  My 3 dogs love them.  I wish they came in a larger size for very large dogs and the price could be better.  It would be nice for them to offer both a larger size and a large quantity discount.  Delivery was fairly quick with no problems.,Nylabonre Healthy Edibles treats,4
"I used to drink cups of coffee but it gave me diarrhea.  My job at a nuclear power plant at night demands that I sit for long periods and can not take bathroom breaks frequently.  I looked for a natural alternative to coffee.<br /><br />PERO is what I found.  It is about $5 a can, which is said to make 175 cups.  The taste isn't the most exhilarating but it's okay on cold days with cookies or burnt toast.  I use milk, not water as I'll vomit if I use water.  In all, it's healthy and a basic drink if you suffer from stomach cramps or tied up intestines.  I have 5 cups a day, along with a carton of French cigarettes.",natural alternative to coffee,4
"You gotta love this gadget. Keeps my k-cups in order - - not in my cabinet, not on the counter, not in the pantry . . . r i g h t above and to the left of my keurig coffee maker.  The ONLY reason I did not give it 5 stars was because I wanted it all to be hidden . .  however the space under the upper cabinet is slightly shallow so you can see 1/2 of the k-cups in their slots.  No fault of the gadget, just be aware it will only hide the cups if the depth of the aforementioned cabinet is deeper than the standard.  New kitchen cabinets are in my future . . . and I know that this space needs to be about 1/2"" more than standard if it continues to bother me.",Keeps the K-cups in order,4
I like the small granola pieces and raisins as it makes the bran easier to eat.<br />My local grocery store sells it for about the same price and it is nice to have it shipped right to my door.,Sweet and healthy,4
Sooo useful,Wonderful,4
I normally buy the original green superfoods but the chocolate is quite tasty. I mixed it with Vanilla Almond Milk. It mixes well enough although you do still get a bit of grittiness. I never tried it with just water or milk so I cannot really testify to its taste with those liquids. If you like chocolate...nice choice.,Tasty,4
"I tried this product because I like the taste of passion fruit and because of the health benefits associated with aloe vera and green tea.  The aloe vera pulp is fresh and even somewhat crunchy yet entirely drinkable.  The ingredients list reveals that there is very little to this drink - basically water, green tea, a non-HFCS sweetener, aloe vera, passion fruit flavor and some citric acid.<br /><br />I was less enticed by the combination of green tea and aloe as I was by the combination of passion fruit and aloe.  I like to drink Alo Exposed Aloe Vera Drink, and the consistency of the aloe in this drink is similar.  The added flavor of passion fruit makes this tea more enjoyable.  The flavor is somewhat floral.  I am not bothered by the aloe chunks, and I find this tea quite refreshing.  However, if you are the type that is bothered by pulpy type drinks, this may not appeal to you.  Would I order it again?  Yes.",Refreshing tea,4
Good product i love it  thanks flipkart ð¥ð¥â¤ï¸,Nan,4
"I was a little skeptical at first on this one, but I actually really liked it. This was just a good can of strong coffee... cold.<br /><br />I hardly noticed any sweetness to it, and this is coming from a person who drinks it straight from the pot.",Can of Strong Coffee,4
Good,Wonderful,4
"One star off for lying: get a clue folks: autolyzed yeast, hydrolyzed vegetable compound, are just other names for MSG.<br /><br />That said, this stuff is very useful. A handmade stock is not always needed. This stuff reconstitutes quickly.",No MSG Claim BS,4
"This tea was fine...just not my favorite.  I prefer flavored herbal teas, but tried this for regular tea.  It has an unusual flavor, but I do like it for something different.",Earl Grey Tea,4
"I love this flavor of coffee. I did realize that with shipping, I could have gotten the same coffee a for a little less at the store, so will begin purchasing atthe store, unless some good deals come up on Amazon. It was delivered quickly, and tastes great.",Green Mountain-Keurig,4
Product is so good..But in our place delivery boy doesn't come for home delivery....he just calls us and we have to go to the place wherever  he calls us...that's not good,Good choice,4
"Essentia has a nice, clean taste with no hint of chemical residue.  I've only tried one bottle so far, so I can't speak to its long-term health benefits.<br /><br />I DO know that UV treated reverse-osmosis water is the ""safest,"" although, as with distillation, the R-O process also depletes minerals.  Which is probably why Essentia has added electrolytes, a big plus.  My hubby has a health condition that demands he carefully monitor his electrolyte levels, so this water makes that just a little bit easier, with a good balance of magnesium, sodium, and potassium, without any of the added sugars of conventional sports drinks like Gatorade.<br /><br />If you take vitamin supplements like I do, it's especially important to use a chlorine-free water like this for mixing and simply taking your supplements.  Chlorine SERIOUSLY interferes with the efficacy of supplements; this is especially obvious with green drinks, which will actually lose some of their color (and TONS of their nutritional value).  A compelling argument for giving a little more thought to the water you drink...","Crisp, Smooth, Taste PLUS Electrolytes & Balanced pH",4
"Good one, you can go for it, if it is 5K, looking was good and simple, my friends also impressed. Satisfied product.",Really Nice,4
"We've only been using the k-cups about 2 months.  Both my wife and I like our coffee bold.  I've been guided by amazon reviews and started out with Coffee People's Jet Fuel.  Although that is still my favorite, I got this French Roast on a Friday sale and would say that it's my new second choice.  I have also tried Coffee People's Black Tiger (a close third) and Kona (not a fan).  This is a nice, well-rounded every-day cup, more on the bold side but not wincingly so.","Nice rich flavor, good cup of coffee",4
"I always look forward to holiday season just for the pumpkin spice lattes from Starbucks. I have tried many syrups in pumpkin spice flavor. So far this one is the closest. I have also mixed some of the pumpkin spice creamer from coffee mate, with it it's almost a perfect match. I would recommend this but don't use too much and you might want to mix it with a vanilla flavor syrup also.",not starbucks but close,4
"My baby is allergic to cow's milk and the doctor said he is likely allergic to soy.  I was feeding him Gerber cereal and didn't realize it had soy content.  Luckily my son was okay...just getting really chunky from the cereal in general.  So I bought this because it is completely dairy and soy free...and since it's organic and brown rice, much healthier for him.<br /><br />This stuff actually smells like rice, not processed shiny flakes.  My son also loves it.  He even makes an ""mmmm"" sound when I feed it to him.<br /><br />I left out the last star because it's a bit expensive compared to other cereals...  But as they say, you get what you pay for.",Great for milk/soy allergy babies,4
Very nice products,Nan,4
"I know that grain-based foods are bad for cats. In the wild, they eat meat, not wheat.<br /><br />Unfortunately, Wellness kitten food is about 1.5 times more expensive than the mainstream, grainy kitten foods, and i just can't afford to use it as my primary food.<br /><br />My cats haven't had any trouble so far with the other foods i get, so it's not that i need to buy this one to avoid investing in a carpet steamer. I'd prefer to use it more, for their long-term health, but... it's just not viable.","I like that it's grain-free, but it's awfully expensive",4
"Okay so I didn't expect anything spectacular but both my husband and I tried this and we were both a little dumbfounded. I don't really know how to explain it and all my husband had to say was it tasted ""soft"" We have filtered water and it there was a difference. This water is refreshing. Worth the price? Ummm, not in my opinion. I think we are an average household and there's no way we would afford to drink this on a regular basis. We do want to stress that we did like the water, but not for this price. I'll stick to my filtered/bottled water.",It tastes ultra clean,4
"I love this flavor of Soy Crisps...Deep Sea Salted. However, they are not available in the smaller individual size like most of the other flavors are. My husband prefers the lightly salted ones because they are crispier that the sea salted ones. He's right, but I do like this softer crunch too. It sort of reminds me of popcorn. In fact, I don't mind the big bag on occasions...for example if it is a replacement for a big bag of popcorn while watching a movie! What a nice healthy treat!",delicious but packaging could be smaller,4
"<a href=""http://www.amazon.com/gp/product/B0012BSMJM"">Stash Premium Green Iced Tea Powder, 12-Count Packets (Pack of 6)</a> Easy to mix and refreshing with ice.",Refreshing flavor,4
Good respect to price....,Really Nice,4
Nice,Good quality product,4
